#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Wed Feb 21 22:29:44 EST 2018,34,8,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest0+ RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 SizeTest2+ , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 , ,
11,Wed Feb 21 22:33:06 EST 2018,30,-4,Assignment2Suite,EfficiencyTest1 EmptyTest0 EmptyTest1+ FindMinMaxTest0 InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest1- SizeTest2- , ,
12,Wed Feb 21 22:35:12 EST 2018,30,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest1 SizeTest2 , ,
13,Wed Feb 21 22:45:01 EST 2018,7,-23,Assignment2Suite,EmptyTest0 SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1- EmptyTest1- FindMinMaxTest0- FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0- InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0- RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7- SizeTest1 SizeTest2 , ,
14,Wed Feb 21 22:45:31 EST 2018,30,23,Assignment2Suite,EfficiencyTest1+ EmptyTest0 EmptyTest1+ FindMinMaxTest0+ InsertAfterRemoveTest0+ RemoveTest0+ RemoveTest7+ SizeTest0 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest1 SizeTest2 , ,
15,Wed Feb 21 22:47:05 EST 2018,30,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest1 SizeTest2 , ,
16,Wed Feb 21 23:05:58 EST 2018,42,12,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1+ InsertAfterRemoveTest0 InsertTest0+ InsertTest1+ InsertTest2+ SizeTest0 SizeTest1+ SizeTest2+ , ,ContainsTest0 ContainsTest1 EmptyTest1- FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0- RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7- , ,
17,Wed Feb 21 23:12:02 EST 2018,42,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 InsertAfterRemoveTest0 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
18,Wed Feb 21 23:16:35 EST 2018,46,4,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest+ InsertAfterRemoveTest0 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
19,Wed Feb 21 23:22:21 EST 2018,42,-4,Assignment2Suite,EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest0 ContainsTest1 EfficiencyTest1- EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
20,Wed Feb 21 23:22:38 EST 2018,42,0,EfficiencyTest1,EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
21,Wed Feb 21 23:24:01 EST 2018,46,4,Assignment2Suite,ContainsTest0+ EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
22,Wed Feb 21 23:40:05 EST 2018,46,0,Assignment2Suite,ContainsTest0 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
23,Wed Feb 21 23:41:46 EST 2018,96,50,Assignment2Suite,ContainsTest0 ContainsTest1+ EmptyTest0 EmptyTest1+ FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2+ HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0 InsertTest1 InsertTest2 RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ RemoveTest4+ RemoveTest5+ RemoveTest6+ RemoveTest7+ SizeTest0 SizeTest1 SizeTest2 , ,EfficiencyTest1 , ,
24,Wed Feb 21 23:42:34 EST 2018,96,0,Assignment2Suite,ContainsTest0 ContainsTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,EfficiencyTest1 , ,
25,Wed Feb 21 23:43:49 EST 2018,92,-4,Assignment2Suite,EfficiencyTest1+ EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest0- ContainsTest1- , ,
26,Wed Feb 21 23:45:13 EST 2018,96,4,Assignment2Suite,ContainsTest0+ EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 , ,
27,Wed Feb 21 23:53:44 EST 2018,100,4,Assignment2Suite,ContainsTest0 ContainsTest1+ EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , , , ,
